symbol,LIB222,LIB272,LIB341,LIB259,LIB315
A1BG,340.854210802889,152.685694485655,901.991251427642,244.71826574897705,473.047080775284
A1BG-AS1,119.029515644633,26.5658449102921,164.76812409902,52.661099583899,102.47850030128
A2M,14.4508961667596,0.214506769709583,19.7348502968631,2.05346285079657,1.3401116794634398
A4GALT,23.2352649010669,19.4339601249749,107.301287516076,20.891860524925303,2.2874893802771603
AAAS,456.296219888123,173.374916839863,794.069063593735,233.27385563456403,406.180349720492
AACS,84.7350093437944,12.2299103723684,116.873738803095,43.4937253780639,62.792072600481504
AAGAB,317.898813034721,106.99030632442,457.684158861542,242.219141713806,367.322431821852
AAK1,237.157678799312,71.6508976491738,291.496080265707,60.918059448582106,87.0800334612171
AAMDC,183.74537688933495,108.324036322891,240.67833831774,138.292020243729,147.356352284128
AAMP,927.568477821568,282.320445390572,1451.33370663138,694.315320843845,1104.7952946062
AANAT,43.5066430236822,2.96871489482956,23.063144861194896,48.5795540837144,6.988339024439878
AAR2,266.432572109412,73.53574211208291,465.504074891516,166.22757609185498,305.95158119131696
AARS1,305.542945920214,48.625281603116505,525.102708441206,137.720094451392,211.31013415103297
AARS2,73.9535190532347,8.5216949159015,128.524147689652,30.9622547206961,68.1686462967407
AARSD1,447.6590712018309,111.897873080744,734.204997258647,166.684131822387,339.050942733985
AASDH,51.6923978569635,16.447457792428402,113.724875188528,26.5537364645745,82.359418212002
AASDHPPT,166.01530641472,24.112130270741897,353.456890845944,75.3428476739485,289.59600926664103
AASS,5.37589617905704,0.21727746452638,15.7160876930277,1.4608389359973502,16.3331733435582
AATBC,212.183520832664,44.4397663761866,240.052027177112,123.814895770204,177.53753525588695
AATF,653.002333863023,365.73139856207496,959.135287060504,669.455784796995,724.87988679647
AATK,635.510104450858,811.499033433623,572.911192724282,1060.1016930191804,948.499842300928
ABAT,153.345881390171,63.4653874211578,264.368432863867,141.870386204585,146.048074016687
ABCA1,30.0185376346309,39.0822155162383,56.7734446826744,64.3686758702895,82.2262517905435
ABCA10,8.737411408655902,6.153417083316599,11.4557536962523,7.113593155498531,2.41961358204274
ABCA13,4.5925994106472094,3.37637716388569,62.013372858834,1.52697898325001,6.953653221679112
ABCA2,1085.55395274845,1361.22153040539,1432.86754304619,1775.61431564168,874.807888745907
ABCA3,59.7294238253386,2.37347024157362,52.713176699000215,21.9879518738743,24.996615398215297
ABCA5,91.07511311642,6.61821700159089,226.958373730398,47.3712443636421,117.702825029855
ABCA7,3572.11690312395,2114.60662540411,4671.16419426732,2302.51699439238,2154.5634921531
ABCB1,77.5401056023353,6.71228314813825,111.464798031624,34.2006926586282,85.8394994738122
ABCB10,102.275576097059,12.9615853074239,205.29199412546,54.2064583786765,162.764619646215
ABCB6,87.22803485131331,64.7897372429025,239.612170973607,101.753409497861,48.118716398312
ABCB7,144.19871579463,27.6059552843808,346.441473425347,73.9989394927389,188.031243083106
ABCB8,290.441326469104,124.520577031663,561.765065800868,158.22920638671698,203.789330570876
ABCB9,39.284623761397,3.39774958459083,50.40483903566111,3.0662616820485,11.092764735943902
ABCC1,429.985654961418,105.200828754098,562.182371308121,148.150342022238,274.485615606597
ABCC10,276.296094524022,159.815115256116,427.073117844394,228.35267246235,150.55629586323
ABCC13,83.48694177263,32.7845530997114,175.31186848945595,10.5054638811696,78.4468889158771
ABCC2,23.7298440375031,30.088476689888893,44.86341712465671,26.5349929964298,19.8346841050182
ABCC3,383.986575236808,39.71014802322979,246.879275673242,165.81223477793998,237.21499830019
ABCC4,51.2945302031386,2.97131638690945,92.8151033700757,15.6926164117865,38.8789451380568
ABCC5,228.017174078334,78.9405111107983,352.304116729467,143.853648175904,302.713422890144
